algorithm	alpha	beta	k	q	valid_precision@10	valid_hit@10	valid_mrr@10	valid_ndcg@10	valid_map@10	valid_itemcoverage@10	valid_averagepopularity@10	valid_tailpercentage@10	test_precision@10	test_hit@10	test_mrr@10	test_ndcg@10	test_map@10	test_itemcoverage@10	test_averagepopularity@10	test_tailpercentage@10	embedding_size	epochs	regularization	learning_rate	n_layers	reg_weight	gamma	ii_neighbor_num	initial_weight	lambda	negative_num	negative_weight	w1	w2	w3	w4	drop_ratio	ssl_tau	ssl_weight	eps	layer_cl	temperature
bpr					0.0528	0.331	0.1391	0.0812	0.0405	0.0727	71.8104	0.0005	0.1089	0.5038	0.2605	0.1405	0.0779	0.0741	71.6255	0.0005	192.0	100.0		0.0004																		
bpr					0.0508	0.3212	0.131	0.0778	0.0388	0.0955	47.3911	0.0005	0.0923	0.4256	0.2107	0.1159	0.0649	0.1	44.5131	0.0005	96.0	100.0		0.006																		
bpr					0.0417	0.2672	0.1089	0.0652	0.0327	0.1152	40.9836	0.0018	0.0797	0.3865	0.1882	0.0998	0.0535	0.1207	41.2246	0.0021	32.0	100.0		0.008																		
bpr					0.0608	0.3684	0.1626	0.0958	0.0491	0.0805	61.2515	0.0005	0.1295	0.542	0.2862	0.1651	0.0977	0.0827	59.4091	0.0006	768.0	100.0		0.0006																		
bpr					0.0616	0.3664	0.1593	0.0925	0.0463	0.0768	66.7229	0.0004	0.1247	0.5353	0.2882	0.1612	0.0939	0.078	66.3768	0.0003	512.0	100.0		0.0004																		
bpr					0.061	0.3615	0.1529	0.0923	0.0467	0.0763	65.1551	0.0004	0.1291	0.5429	0.2921	0.1656	0.0973	0.0777	64.5773	0.0005	768.0	100.0		0.0004																		
bpr					0.0396	0.278	0.1081	0.0591	0.0268	0.0807	74.9631	0.0011	0.0825	0.4303	0.1986	0.1037	0.052	0.0819	74.6528	0.001	32.0	100.0		0.0008																		
bpr					0.0423	0.2859	0.1168	0.0632	0.0294	0.0639	80.07	0.0003	0.0906	0.4695	0.2279	0.117	0.0608	0.065	79.7406	0.0004	64.0	100.0		0.0004																		
bpr					0.0469	0.3035	0.1403	0.0743	0.0369	0.0542	89.796	0.0001	0.1018	0.4809	0.2511	0.1328	0.0723	0.057	88.8612	0.0001	768.0	100.0		0.0001																		
bpr					0.0408	0.2682	0.1163	0.063	0.0305	0.051	95.9579	0.0008	0.0823	0.4055	0.2103	0.1071	0.0567	0.0515	95.4305	0.0008	192.0	100.0		0.0001																		
bpr					0.0532	0.331	0.1432	0.0824	0.0418	0.0784	56.913	0.0017	0.0828	0.4323	0.19	0.0991	0.0483	0.0718	51.6099	0.001	1024.0	100.0		0.006																		
bpr					0.049	0.3084	0.1321	0.0755	0.0375	0.0837	58.8456	0.0014	0.0813	0.4303	0.1861	0.0994	0.0494	0.0887	47.241	0.0016	128.0	100.0		0.01																		
bpr					0.0524	0.3291	0.1365	0.0786	0.0385	0.0864	63.8118	0.0004	0.1069	0.4952	0.245	0.1342	0.0716	0.0877	63.4555	0.0004	96.0	100.0		0.0008																		
bpr					0.0579	0.3536	0.1496	0.0892	0.0446	0.0813	62.9817	0.0003	0.1202	0.5219	0.2782	0.1552	0.089	0.0837	62.5026	0.0003	256.0	100.0		0.0006																		
bpr					0.04	0.277	0.1141	0.0608	0.0284	0.097	62.267	0.0008	0.0836	0.4198	0.1987	0.1048	0.0531	0.106	58.2912	0.0011	32.0	100.0		0.002																		
bpr					0.0631	0.3694	0.166	0.0976	0.0505	0.0859	56.8572	0.0005	0.1281	0.5429	0.2894	0.1652	0.0981	0.0871	56.7245	0.0007	512.0	100.0		0.0008																		
bpr					0.0485	0.3104	0.1337	0.0752	0.037	0.0851	68.9184	0.0049	0.0709	0.3855	0.167	0.0864	0.0417	0.0648	43.2947	0.0017	768.0	100.0		0.01																		
bpr					0.0536	0.3369	0.1486	0.086	0.0446	0.0824	55.7587	0.0004	0.1045	0.4809	0.2442	0.1329	0.0724	0.0891	49.7492	0.0013	256.0	100.0		0.004																		
bpr					0.0548	0.3399	0.147	0.0849	0.0429	0.0817	64.5076	0.0005	0.1139	0.5048	0.2648	0.1466	0.0839	0.0837	64.1139	0.0005	192.0	100.0		0.0006																		
bpr					0.0493	0.3193	0.1381	0.0769	0.0387	0.0826	53.9854	0.0019	0.0802	0.4122	0.1906	0.1	0.0502	0.0817	46.1655	0.0027	256.0	100.0		0.01																		
bpr					0.0546	0.3409	0.149	0.085	0.0431	0.0703	70.2583	0.0005	0.1045	0.501	0.2454	0.1318	0.0703	0.0815	55.1836	0.0006	512.0	100.0		0.004																		
bpr					0.0408	0.2859	0.1134	0.0622	0.0287	0.0892	69.3225	0.0013	0.0828	0.4218	0.2	0.1045	0.0529	0.091	68.9754	0.0011	32.0	100.0		0.001																		
bpr					0.0347	0.2485	0.111	0.0554	0.0259	0.0582	90.8801	0.0007	0.0758	0.4065	0.186	0.0957	0.0476	0.059	90.5064	0.0007	32.0	100.0		0.0004																		
lightgcn					0.0427	0.2986	0.1227	0.0637	0.0292	0.0576	78.6117	0.0019	0.0869	0.4618	0.2171	0.1112	0.0569	0.0596	78.0573	0.0026	64.0	100.0		0.001	3.0	1e-05																
lightgcn					0.0322	0.224	0.0941	0.0498	0.0236	0.0691	93.1268	0.0055	0.0584	0.3225	0.1525	0.0753	0.038	0.0381	102.4667	0.001	64.0	100.0		0.0001	1.0	0.0001																
lightgcn					0.0277	0.1965	0.0824	0.0436	0.0206	0.03	114.4205	0.0051	0.0477	0.2882	0.1405	0.0647	0.0311	0.0109	123.7761	0.0012	64.0	100.0		0.0001	4.0	1e-06																
lightgcn					0.0491	0.334	0.1338	0.0736	0.0344	0.0778	71.2611	0.0027	0.1008	0.501	0.2512	0.1302	0.0698	0.08	70.7968	0.0034	64.0	100.0		0.001	1.0	0.0001																
lightgcn					0.0284	0.2033	0.0806	0.0442	0.021	0.0743	90.0347	0.0275	0.0489	0.2929	0.1412	0.0654	0.0315	0.0134	121.1847	0.0005	64.0	100.0		0.0001	3.0	1e-05																
lightgcn					0.0576	0.3448	0.1571	0.0913	0.0484	0.1184	48.7282	0.0041	0.1182	0.5105	0.2746	0.1516	0.0877	0.1202	48.2571	0.0043	64.0	100.0		0.01	4.0	1e-05																
lightgcn					0.0565	0.3477	0.1483	0.0885	0.0457	0.1078	50.3192	0.0035	0.1145	0.5067	0.2592	0.1457	0.0846	0.1111	49.9018	0.0035	64.0	100.0		0.005	1.0	0.0001																
lightgcn					0.0574	0.3428	0.1591	0.0916	0.0483	0.1151	49.7483	0.0047	0.1177	0.5153	0.2676	0.1497	0.0861	0.1168	49.382	0.005	64.0	100.0		0.01	3.0	0.0001																
lightgcn					0.0571	0.3418	0.1536	0.0905	0.0477	0.117	47.69	0.0044	0.1172	0.5134	0.2625	0.1481	0.0855	0.1192	47.2599	0.005	64.0	100.0		0.01	3.0	1e-05																
lightgcn					0.0548	0.3497	0.1505	0.0853	0.0424	0.0967	59.289	0.0035	0.1154	0.5181	0.2616	0.1478	0.0848	0.1109	49.559	0.0046	64.0	100.0		0.01	2.0	1e-05																
lightgcn					0.0454	0.3134	0.1308	0.068	0.0315	0.0662	74.62	0.0024	0.0922	0.48	0.2356	0.1191	0.0613	0.0688	73.6603	0.0029	64.0	100.0		0.001	2.0	0.0001																
lightgcn					0.0583	0.3468	0.1613	0.0928	0.0491	0.1153	51.3146	0.0042	0.1194	0.5191	0.2733	0.1523	0.0873	0.1176	50.9485	0.0045	64.0	100.0		0.01	4.0	0.0001																
lightgcn					0.0559	0.3389	0.1485	0.0881	0.0457	0.1072	50.2099	0.0033	0.1141	0.5095	0.2571	0.145	0.084	0.1116	49.5281	0.0033	64.0	100.0		0.005	1.0	1e-05																
lightgcn					0.0277	0.1965	0.0824	0.0436	0.0207	0.0299	114.4615	0.0051	0.0477	0.2882	0.1405	0.0647	0.0311	0.0109	123.7755	0.0012	64.0	100.0		0.0001	4.0	0.0001																
lightgcn					0.0489	0.332	0.1335	0.0733	0.0343	0.0777	71.3143	0.0028	0.1009	0.501	0.2507	0.1302	0.0697	0.0797	70.851	0.0034	64.0	100.0		0.001	1.0	1e-05																
lightgcn					0.0583	0.3595	0.1525	0.0875	0.0432	0.1098	58.0451	0.0038	0.1156	0.5305	0.2754	0.1485	0.0822	0.1122	57.9383	0.0042	64.0	100.0		0.005	4.0	0.0001																
lightgcn					0.0428	0.2996	0.1225	0.0636	0.0292	0.0575	78.6819	0.0019	0.0872	0.4637	0.2175	0.1113	0.0569	0.0594	78.1182	0.0026	64.0	100.0		0.001	3.0	0.0001																
lightgcn					0.0552	0.3517	0.1498	0.0856	0.0424	0.0967	59.6852	0.0035	0.1169	0.52	0.2639	0.1492	0.0854	0.1106	50.1845	0.0042	64.0	100.0		0.01	2.0	0.0001																
lightgcn					0.0546	0.3487	0.1504	0.0851	0.0423	0.0966	59.2844	0.0035	0.1156	0.5181	0.2609	0.1478	0.0848	0.1112	49.52	0.0048	64.0	100.0		0.01	2.0	1e-06																
lightgcn					0.0533	0.331	0.1462	0.0844	0.0434	0.0959	56.1338	0.0035	0.1093	0.5134	0.257	0.1398	0.078	0.1065	51.5181	0.0044	64.0	100.0		0.01	1.0	0.0001																
lightgcn					0.0295	0.2122	0.0889	0.0466	0.0219	0.0686	97.0882	0.0093	0.0532	0.3063	0.1479	0.0704	0.0347	0.0214	114.0898	0.0005	64.0	100.0		0.0001	2.0	0.0001																
lightgcn					0.0457	0.3153	0.1319	0.0684	0.0318	0.0662	74.5678	0.0024	0.0923	0.4809	0.2362	0.1193	0.0614	0.0687	73.6206	0.0029	64.0	100.0		0.001	2.0	1e-06																
lightgcn					0.0284	0.2033	0.0806	0.0442	0.021	0.0741	90.1	0.0275	0.0489	0.2929	0.1412	0.0654	0.0315	0.0134	121.1973	0.0005	64.0	100.0		0.0001	3.0	0.0001																
lightgcn					0.0392	0.278	0.1154	0.0588	0.0269	0.0488	81.302	0.001	0.0838	0.4475	0.2094	0.1068	0.0541	0.051	80.7633	0.0015	64.0	100.0		0.001	4.0	0.0001																
lightgcn					0.0602	0.3664	0.1565	0.0922	0.047	0.1118	51.8109	0.003	0.118	0.5267	0.2718	0.1515	0.0872	0.1151	50.5823	0.0036	64.0	100.0		0.005	2.0	0.0001																
lightgcn					0.057	0.3418	0.1528	0.0901	0.0475	0.1171	47.4248	0.0045	0.1164	0.5124	0.2623	0.1475	0.0852	0.1191	47.0563	0.0051	64.0	100.0		0.01	3.0	1e-06																
lightgcn					0.0283	0.2033	0.0796	0.0439	0.0209	0.0743	90.0334	0.0276	0.0489	0.2929	0.1412	0.0654	0.0315	0.0134	121.1847	0.0005	64.0	100.0		0.0001	3.0	1e-06																
lightgcn					0.032	0.222	0.0939	0.0497	0.0236	0.0692	93.1175	0.0055	0.0585	0.3225	0.1525	0.0753	0.038	0.0381	102.4571	0.001	64.0	100.0		0.0001	1.0	1e-05																
lightgcn					0.0427	0.2986	0.1227	0.0637	0.0292	0.0576	78.6429	0.0019	0.0869	0.4618	0.2171	0.1112	0.0569	0.0596	78.0781	0.0026	64.0	100.0		0.001	3.0	1e-06																
lightgcn					0.0557	0.3379	0.1476	0.0879	0.0456	0.1073	50.2049	0.0033	0.1139	0.5105	0.2567	0.1446	0.0836	0.1116	49.4851	0.0031	64.0	100.0		0.005	1.0	1e-06																
lightgcn					0.0277	0.1965	0.0824	0.0436	0.0206	0.03	114.4204	0.0051	0.0477	0.2882	0.1405	0.0647	0.0311	0.0109	123.7761	0.0012	64.0	100.0		0.0001	4.0	1e-05																
lightgcn					0.0535	0.334	0.1466	0.0846	0.0434	0.0963	56.0736	0.0037	0.1085	0.5086	0.258	0.1394	0.0781	0.106	51.3143	0.0038	64.0	100.0		0.01	1.0	1e-06																
lightgcn					0.0395	0.2809	0.1154	0.0589	0.0268	0.0486	81.1012	0.001	0.0837	0.4447	0.2092	0.1068	0.0544	0.0507	80.5552	0.0015	64.0	100.0		0.001	4.0	1e-05																
lightgcn					0.0587	0.3576	0.1557	0.0895	0.0451	0.1126	55.9139	0.0047	0.1175	0.5286	0.2745	0.1503	0.0842	0.1142	55.5871	0.0051	64.0	100.0		0.005	3.0	0.0001																
lightgcn					0.0534	0.333	0.1465	0.0846	0.0434	0.0963	56.0944	0.0037	0.1085	0.5095	0.2586	0.1396	0.0783	0.1063	51.2833	0.0038	64.0	100.0		0.01	1.0	1e-05																
lightgcn					0.0397	0.2819	0.1151	0.0589	0.0268	0.0486	81.0826	0.001	0.0842	0.4466	0.2094	0.1072	0.0545	0.0508	80.527	0.0015	64.0	100.0		0.001	4.0	1e-06																
lightgcn					0.0584	0.3576	0.1588	0.0923	0.0482	0.1118	52.4572	0.0028	0.1174	0.5258	0.2674	0.15	0.086	0.1155	49.6166	0.0039	64.0	100.0		0.005	2.0	1e-06																
lightgcn					0.0584	0.3625	0.1557	0.0888	0.0444	0.1084	57.4615	0.0045	0.1165	0.5267	0.277	0.1502	0.084	0.1128	56.6159	0.0045	64.0	100.0		0.005	4.0	1e-06																
lightgcn					0.0583	0.3615	0.1552	0.0886	0.0442	0.108	57.5845	0.0044	0.116	0.5267	0.2757	0.1496	0.0836	0.1124	56.7017	0.0045	64.0	100.0		0.005	4.0	1e-05																
lightgcn					0.057	0.3418	0.1555	0.0906	0.0481	0.1187	48.3635	0.004	0.1187	0.5134	0.2743	0.1519	0.0877	0.1207	47.9747	0.0043	64.0	100.0		0.01	4.0	1e-06																
lightgcn					0.032	0.222	0.0939	0.0497	0.0236	0.0692	93.1175	0.0055	0.0585	0.3225	0.1525	0.0753	0.038	0.0381	102.4571	0.001	64.0	100.0		0.0001	1.0	1e-06																
lightgcn					0.0457	0.3153	0.1319	0.0684	0.0318	0.0661	74.574	0.0024	0.0923	0.4809	0.2363	0.1193	0.0614	0.0688	73.6215	0.0029	64.0	100.0		0.001	2.0	1e-05																
lightgcn					0.0563	0.3458	0.1573	0.0885	0.0454	0.1135	54.8508	0.0047	0.1177	0.5267	0.2749	0.1505	0.0847	0.1158	54.4202	0.0052	64.0	100.0		0.005	3.0	1e-06																
lightgcn					0.0584	0.3576	0.1584	0.0922	0.0482	0.1118	52.5421	0.0028	0.1177	0.5267	0.267	0.1501	0.086	0.1156	49.7135	0.0038	64.0	100.0		0.005	2.0	1e-05																
lightgcn					0.0294	0.2112	0.0889	0.0465	0.0219	0.0689	97.001	0.0094	0.0531	0.3053	0.1478	0.0702	0.0346	0.0214	114.0744	0.0005	64.0	100.0		0.0001	2.0	1e-06																
lightgcn					0.0489	0.332	0.1335	0.0733	0.0343	0.0776	71.322	0.0028	0.1009	0.501	0.2507	0.1301	0.0697	0.0795	70.8536	0.0034	64.0	100.0		0.001	1.0	1e-06																
lightgcn					0.0294	0.2112	0.0889	0.0465	0.0219	0.0689	97.0079	0.0094	0.0531	0.3053	0.1478	0.0702	0.0346	0.0214	114.0751	0.0005	64.0	100.0		0.0001	2.0	1e-05																
ultragcn					0.0006	0.0059	0.002	0.0011	0.0005	0.2266	2.8095	0.0757	0.0003	0.0029	0.0006	0.0002	0.0001	0.2298	2.8301	0.0798				0.001			0.5	10.0	0.0001	0.005	100.0	1.0	1e-05	1.0	0.0001	1.0						
ultragcn					0.0013	0.0128	0.0047	0.0025	0.0013	0.0258	3.8801	0.0549	0.0012	0.0115	0.0046	0.0017	0.0007	0.0244	4.1377	0.0701				0.01			0.1	10.0	0.0001	1.5	250.0	1.0	1e-05	1.0	1e-07	1.0						
ultragcn					0.0305	0.2092	0.0901	0.046	0.0222	0.0206	110.1072	0.0045	0.0584	0.3139	0.1522	0.073	0.0372	0.0213	108.3739	0.0048				0.001			0.0001	10.0	0.0001	1.0	50.0	1.0	1e-07	1.0	1e-05	1.0						
ultragcn					0.0005	0.0049	0.0021	0.001	0.0004	0.0322	1.6238	0.0685	0.0005	0.0048	0.0014	0.0005	0.0001	0.0436	1.5647	0.1069				0.005			0.1	10.0	0.0001	0.2	10.0	10.0	1e-06	1.0	1e-05	1.0						
ultragcn					0.0295	0.2043	0.0913	0.0473	0.0227	0.0053	117.558	0.0	0.0583	0.334	0.1666	0.0775	0.0391	0.0053	118.5235	0.0				0.005			0.001	10.0	0.0001	0.05	250.0	100.0	0.0001	1.0	1e-07	1.0						
ultragcn					0.0304	0.2102	0.0857	0.0451	0.0213	0.0221	107.9517	0.0058	0.0574	0.3149	0.1394	0.0699	0.0351	0.0211	105.4847	0.0047				0.001			0.0001	10.0	0.0001	1.0	10.0	1.0	1e-05	1.0	1e-05	1.0						
ultragcn					0.0273	0.1994	0.0893	0.0448	0.0216	0.0046	121.6933	0.0	0.0571	0.3302	0.1569	0.0746	0.0367	0.0051	119.7432	0.0				0.005			0.001	10.0	0.0001	0.005	500.0	100.0	1e-07	1.0	1e-07	1.0						
ultragcn					0.0012	0.0118	0.0024	0.0014	0.0004	0.0165	5.7806	0.0936	0.0006	0.0057	0.0023	0.0007	0.0003	0.0269	4.0448	0.0434				0.005			0.1	10.0	0.0001	1.5	800.0	10.0	0.0001	1.0	1e-07	1.0						
ultragcn					0.0006	0.0059	0.003	0.001	0.0004	0.1215	2.5784	0.0634	0.0007	0.0067	0.0016	0.0006	0.0002	0.1421	1.5517	0.0775				0.01			0.5	10.0	0.0001	0.05	800.0	100.0	0.0001	1.0	1e-06	1.0						
ultragcn					0.0004	0.0039	0.001	0.0006	0.0002	0.1564	1.6861	0.074	0.0008	0.0076	0.0019	0.0008	0.0002	0.1496	1.6082	0.0914				0.01			1.0	10.0	0.0001	0.2	500.0	100.0	1e-06	1.0	1e-06	1.0						
ultragcn					0.001	0.0088	0.0016	0.0011	0.0003	0.0158	1.5993	0.1381	0.0003	0.0029	0.0013	0.0004	0.0001	0.0141	1.7757	0.1087				0.001			1.0	10.0	0.0001	0.005	1.0	100.0	1e-07	1.0	1e-06	1.0						
ultragcn					0.0005	0.0049	0.0025	0.0007	0.0003	0.1244	1.0366	0.1223	0.001	0.0086	0.002	0.0008	0.0002	0.1404	1.0101	0.0869				0.005			0.5	10.0	0.0001	0.005	250.0	100.0	1e-05	1.0	0.0001	1.0						
ultragcn					0.0014	0.0128	0.0034	0.002	0.0007	0.0142	6.4471	0.073	0.0009	0.0086	0.0024	0.001	0.0003	0.0249	3.8951	0.0385				0.01			0.1	10.0	0.0001	1.5	1500.0	10.0	1e-07	1.0	1e-06	1.0						
ultragcn					0.0007	0.0069	0.0029	0.0009	0.0003	0.0534	0.7032	0.0823	0.0009	0.0086	0.0032	0.001	0.0003	0.0713	0.9452	0.0579				0.0001			0.5	10.0	0.0001	0.05	1500.0	300.0	0.0001	1.0	1e-07	1.0						
ultragcn					0.0005	0.0049	0.0019	0.0014	0.0011	0.1376	1.8	0.0721	0.0006	0.0057	0.0009	0.0004	0.0001	0.1412	1.8939	0.0728				0.0001			0.5	10.0	0.0001	0.005	500.0	100.0	1e-05	1.0	0.0001	1.0						
ultragcn					0.0215	0.1405	0.0692	0.0354	0.0184	0.0027	104.3618	0.0373	0.0402	0.2223	0.12	0.0551	0.0285	0.0031	104.6752	0.0363				0.0001			0.001	10.0	0.0001	0.5	10.0	1.0	1e-07	1.0	0.0001	1.0						
ultragcn					0.0012	0.0118	0.0042	0.0019	0.0008	0.0274	3.6248	0.0409	0.001	0.0095	0.0025	0.0011	0.0003	0.0279	3.6752	0.0429				0.0001			0.1	10.0	0.0001	0.05	50.0	0.5	1e-07	1.0	0.0001	1.0						
ultragcn					0.0524	0.3173	0.1462	0.0853	0.0453	0.0912	57.9715	0.0475	0.1028	0.458	0.2332	0.131	0.0776	0.094	59.6948	0.0514				0.01			0.0001	10.0	0.0001	1.5	1500.0	100.0	1e-05	1.0	0.0001	1.0						
ultragcn					0.0618	0.3605	0.1568	0.0984	0.0531	0.0772	60.9587	0.0006	0.1224	0.5105	0.2716	0.1587	0.0962	0.0581	67.1307	0.0006				0.001			0.0001	10.0	0.0001	0.05	500.0	200.0	0.0001	1.0	1e-07	1.0						
ultragcn					0.0006	0.0059	0.003	0.001	0.0004	0.0159	1.5886	0.0712	0.0012	0.0124	0.003	0.0012	0.0003	0.0158	1.8019	0.0816				0.005			0.5	10.0	0.0001	1.0	1.0	300.0	1e-05	1.0	1e-06	1.0						
ultragcn					0.0578	0.3418	0.1573	0.0934	0.05	0.0722	73.0484	0.0171	0.1159	0.4981	0.2556	0.1469	0.0887	0.0699	73.5401	0.019				0.001			0.0001	10.0	0.0001	0.5	1500.0	200.0	0.0001	1.0	0.0001	1.0						
ultragcn					0.0596	0.3468	0.1556	0.0934	0.0496	0.0793	71.1113	0.0139	0.1177	0.5086	0.265	0.1514	0.0917	0.0724	73.1307	0.0168				0.001			0.0001	10.0	0.0001	0.5	1500.0	200.0	0.0001	1.0	1e-07	1.0						
ultragcn					0.0578	0.3418	0.1591	0.0951	0.0519	0.0772	72.3621	0.0191	0.1176	0.5115	0.2547	0.1503	0.0915	0.0754	71.0492	0.0172				0.001			0.0001	10.0	0.0001	0.5	100.0	200.0	0.0001	1.0	1e-07	1.0						
ultragcn					0.0621	0.3664	0.1578	0.0988	0.0531	0.0778	61.001	0.0006	0.1229	0.5115	0.2678	0.1584	0.0958	0.0586	67.0087	0.0008				0.001			0.0001	10.0	0.0001	0.05	500.0	200.0	1e-06	1.0	1e-07	1.0						
ultragcn					0.031	0.223	0.0961	0.0481	0.0226	0.0303	105.7849	0.0002	0.0634	0.3597	0.1779	0.0825	0.0401	0.0267	109.1774	0.0002				0.001			0.0001	10.0	0.0001	0.05	500.0	0.5	1e-06	1.0	1e-07	1.0						
ultragcn					0.0008	0.0079	0.003	0.001	0.0004	0.0147	0.9831	0.0693	0.0001	0.001	0.001	0.0002	0.0001	0.1245	1.0834	0.1006				0.001			1.0	10.0	0.0001	0.05	500.0	200.0	1e-06	1.0	1e-07	1.0						
ultragcn					0.0617	0.3635	0.1564	0.0982	0.053	0.078	61.0362	0.0006	0.1234	0.5124	0.268	0.1587	0.096	0.0585	67.0366	0.0008				0.001			0.0001	10.0	0.0001	0.05	500.0	200.0	1e-06	1.0	1e-05	1.0						
ultragcn					0.0239	0.1709	0.0759	0.0388	0.0193	0.0016	121.9814	0.0	0.043	0.2548	0.1233	0.0569	0.0275	0.0019	113.4153	0.0				0.001			0.001	10.0	0.0001	0.2	50.0	300.0	1e-06	1.0	1e-07	1.0						
ultragcn					0.0006	0.0059	0.0012	0.0007	0.0002	0.0132	1.6348	0.1287	0.0004	0.0038	0.0007	0.0003	0.0001	0.0146	1.7362	0.1012				0.001			1.0	10.0	0.0001	0.05	1.0	200.0	1e-06	1.0	1e-05	1.0						
ultragcn					0.0264	0.1739	0.0774	0.0404	0.0205	0.0285	97.7056	0.0146	0.0478	0.2758	0.1289	0.0614	0.0307	0.0297	97.3719	0.0136				0.0001			0.0001	10.0	0.0001	1.0	800.0	0.5	1e-06	1.0	1e-07	1.0						
ultragcn					0.0313	0.2171	0.0931	0.0473	0.0223	0.021	112.3327	0.0002	0.0624	0.333	0.1666	0.0791	0.0402	0.0184	112.4183	0.0002				0.001			0.0001	10.0	0.0001	0.2	250.0	1.0	1e-06	1.0	1e-05	1.0						
ultragcn					0.0244	0.1788	0.0815	0.0403	0.0194	0.0017	125.1763	0.0	0.0455	0.2691	0.1339	0.0618	0.0301	0.0019	123.0448	0.0				0.01			0.001	10.0	0.0001	0.05	500.0	10.0	1e-06	1.0	1e-07	1.0						
ultragcn					0.0205	0.1591	0.066	0.0337	0.0161	0.0015	97.7876	0.0	0.0369	0.2309	0.0865	0.0437	0.0186	0.0016	94.425	0.0				0.001			0.1	10.0	0.0001	0.05	10.0	200.0	1e-06	1.0	1e-07	1.0						
ultragcn					0.032	0.2132	0.0995	0.0499	0.0248	0.0273	108.3447	0.0053	0.0597	0.3311	0.1646	0.0765	0.0383	0.0264	108.4021	0.0056				0.005			0.0001	10.0	0.0001	1.0	500.0	1.0	1e-06	1.0	1e-05	1.0						
ultragcn					0.0005	0.0049	0.0029	0.0008	0.0003	0.0791	0.7717	0.0785	0.0005	0.0048	0.001	0.0005	0.0002	0.0803	0.8638	0.108				0.001			1.0	10.0	0.0001	1.5	50.0	300.0	1e-06	1.0	1e-07	1.0						
ultragcn					0.0515	0.3261	0.13	0.078	0.0379	0.0628	68.1285	0.0026	0.1021	0.4838	0.2341	0.1298	0.0722	0.0631	67.9081	0.0027				0.01			0.0001	10.0	0.0001	0.05	800.0	10.0	1e-06	1.0	1e-06	1.0						
ultragcn					0.0215	0.1415	0.0714	0.0355	0.0182	0.0072	101.2955	0.0522	0.0406	0.2223	0.1152	0.0545	0.0284	0.0073	100.6602	0.0566				0.005			0.001	10.0	0.0001	0.2	250.0	0.5	1e-06	1.0	1e-07	1.0						
ultragcn					0.0222	0.167	0.0798	0.0382	0.0184	0.0016	120.7509	0.0	0.0416	0.2548	0.1133	0.053	0.0236	0.0018	115.288	0.0				0.001			0.1	10.0	0.0001	0.005	500.0	200.0	1e-06	1.0	1e-07	1.0						
ultragcn					0.025	0.1778	0.0771	0.0402	0.0193	0.0018	122.8952	0.0	0.0464	0.27	0.1334	0.0625	0.0305	0.002	124.7558	0.0				0.0001			0.0001	10.0	0.0001	0.05	10.0	200.0	1e-07	1.0	1e-05	1.0						
ultragcn					0.0025	0.0246	0.0088	0.0036	0.0015	0.0015	21.2803	0.0647	0.0012	0.0124	0.003	0.0012	0.0003	0.0629	6.0639	0.08				0.01			0.5	10.0	0.0001	1.5	500.0	10.0	1e-05	1.0	1e-06	1.0						
ultragcn					0.0007	0.0069	0.0034	0.0011	0.0004	0.0177	1.7015	0.1086	0.0005	0.0048	0.0008	0.0004	0.0001	0.0147	1.9617	0.106				0.005			1.0	10.0	0.0001	1.0	1.0	200.0	1e-06	1.0	1e-07	1.0						
ultragcn					0.0008	0.0079	0.0037	0.002	0.0014	0.0309	3.7426	0.0561	0.001	0.0095	0.0026	0.001	0.0003	0.0295	3.7516	0.036				0.001			0.1	10.0	0.0001	0.005	800.0	1.0	1e-07	1.0	1e-07	1.0						
ultragcn					0.0251	0.1768	0.0773	0.04	0.0191	0.0018	125.8995	0.0	0.0465	0.2739	0.1276	0.0612	0.0294	0.002	124.622	0.0				0.0001			0.0001	10.0	0.0001	0.05	500.0	300.0	1e-05	1.0	0.0001	1.0						
ultragcn					0.0217	0.1405	0.0694	0.0353	0.0182	0.0024	99.7762	0.0403	0.0406	0.2195	0.1147	0.0544	0.0284	0.0032	101.183	0.071				0.001			0.001	10.0	0.0001	0.2	250.0	0.5	1e-06	1.0	1e-06	1.0						
ultragcn					0.0005	0.0049	0.0027	0.0011	0.0007	0.0625	0.4442	0.0782	0.001	0.0086	0.0047	0.0013	0.0005	0.0643	0.5545	0.0856				0.01			0.5	10.0	0.0001	0.05	50.0	200.0	1e-07	1.0	1e-07	1.0						
ultragcn					0.0536	0.3291	0.1497	0.085	0.0443	0.0893	61.51	0.0461	0.1024	0.4494	0.2312	0.132	0.0796	0.0909	61.8944	0.047				0.005			0.0001	10.0	0.0001	1.5	100.0	100.0	1e-06	1.0	0.0001	1.0						
ultragcn					0.001	0.0088	0.004	0.0013	0.0005	0.0261	3.8827	0.0552	0.001	0.0095	0.0022	0.0009	0.0003	0.0258	3.5286	0.053				0.001			0.1	10.0	0.0001	0.05	500.0	10.0	1e-05	1.0	1e-05	1.0						
ultragcn					0.0007	0.0069	0.0027	0.0013	0.0007	0.232	2.6956	0.0872	0.0008	0.0076	0.0032	0.001	0.0004	0.2348	2.6749	0.0783				0.0001			1.0	10.0	0.0001	0.005	10.0	1.0	1e-06	1.0	1e-06	1.0						
